date,temp_max,temp_min,rainfall
2024-05-16,29.0,20.7,1.9
2024-05-17,29.8,20.1,11.6
2024-05-18,29.8,20.8,17.6
2024-05-19,29.0,20.4,6.5
2024-05-20,27.2,21.3,23.7
2024-05-21,29.5,20.6,5.5
2024-05-22,29.2,20.9,2.7
2024-05-23,31.8,20.0,0.0
2024-05-24,32.4,21.1,5.9
2024-05-25,31.2,21.5,0.2
2024-05-26,29.7,21.3,0.0
2024-05-27,30.0,20.6,0.0
2024-05-28,31.4,20.9,0.0
2024-05-29,32.2,20.0,0.3
2024-05-30,33.3,21.3,0.5
2024-05-31,32.6,21.4,0.5
2024-06-01,32.6,21.9,14.2
2024-06-02,28.8,21.7,11.1
2024-06-03,26.7,21.3,2.8
2024-06-04,28.5,21.6,4.3
2024-06-05,26.1,21.0,9.2
2024-06-06,28.4,20.5,3.2
2024-06-07,26.6,20.9,12.5
2024-06-08,28.3,19.6,1.8
2024-06-09,27.5,20.3,0.9
2024-06-10,27.7,20.1,2.3
2024-06-11,27.1,20.7,3.1
2024-06-12,26.2,20.1,2.8
2024-06-13,27.1,19.9,15.2
2024-06-14,27.2,19.5,0.7
2024-06-15,28.7,19.3,0.0
2024-06-16,28.4,19.5,0.3
2024-06-17,29.2,19.4,0.8
2024-06-18,28.6,19.9,8.6
2024-06-19,28.3,19.3,4.4
2024-06-20,28.3,19.4,0.8
2024-06-21,28.2,19.6,4.0
2024-06-22,28.6,19.6,0.6
2024-06-23,28.4,19.5,1.6
2024-06-24,29.0,20.2,1.7
2024-06-25,28.5,20.0,3.9
2024-06-26,27.1,20.6,0.6
2024-06-27,26.5,20.9,0.8
2024-06-28,28.9,20.1,1.3
2024-06-29,29.1,19.4,0.9
2024-06-30,28.4,19.9,1.5
2024-07-01,27.3,20.0,7.0
2024-07-02,28.8,19.4,0.0
2024-07-03,27.7,19.3,9.7
2024-07-04,23.9,19.4,18.2
2024-07-05,27.3,19.8,6.7
2024-07-06,26.1,19.8,0.7
2024-07-07,28.6,20.1,1.1
2024-07-08,26.2,19.4,4.4
2024-07-09,25.8,19.2,6.5
2024-07-10,27.8,19.2,2.4
2024-07-11,26.2,19.5,0.4
2024-07-12,28.2,19.2,13.5
2024-07-13,27.0,19.9,0.5
2024-07-14,22.9,19.7,5.3
2024-07-15,22.9,20.0,11.8
2024-07-16,24.8,19.8,11.2
2024-07-17,24.9,19.7,4.5
2024-07-18,23.6,19.7,7.7
2024-07-19,22.2,19.5,19.7
2024-07-20,22.2,19.3,11.4
2024-07-21,25.8,19.5,1.0
2024-07-22,26.0,20.1,0.5
2024-07-23,25.9,20.4,1.1
2024-07-24,25.8,19.9,2.0
2024-07-25,25.7,20.2,2.0
2024-07-26,25.6,20.3,1.6
2024-07-27,25.5,19.8,2.4
2024-07-28,26.3,20.0,0.3
2024-07-29,27.7,19.8,4.5
2024-07-30,23.4,20.1,1.0
2024-07-31,26.7,20.0,4.0
2024-08-01,27.4,19.4,2.3
2024-08-02,26.0,19.4,2.2
2024-08-03,27.1,18.9,4.4
2024-08-04,27.6,18.8,0.4
2024-08-05,27.8,18.7,1.7
2024-08-06,26.8,19.5,9.9
2024-08-07,24.1,19.5,7.3
2024-08-08,26.1,18.5,6.8
2024-08-09,27.0,19.2,30.1
2024-08-10,25.6,19.4,28.2
2024-08-11,26.8,19.4,3.8
2024-08-12,27.7,18.9,3.4
2024-08-13,27.9,19.1,14.3
2024-08-14,28.4,19.2,3.8
2024-08-15,28.9,20.3,1.1
2024-08-16,27.2,19.9,8.1
2024-08-17,27.8,19.4,7.3
2024-08-18,28.3,18.8,0.6
2024-08-19,28.4,19.8,24.3
2024-08-20,28.1,19.6,23.7
2024-08-21,27.0,20.0,1.9
2024-08-22,26.6,19.4,0.6
2024-08-23,27.5,19.1,0.6
2024-08-24,26.8,19.0,1.5
2024-08-25,26.7,19.3,0.8
2024-08-26,27.1,19.2,1.5
2024-08-27,24.9,19.2,1.3
2024-08-28,25.0,19.2,2.8
2024-08-29,26.6,19.0,4.1
2024-08-30,25.0,18.7,4.7
2024-08-31,22.6,19.3,6.8
2024-09-01,25.2,19.1,4.1
2024-09-02,26.1,19.5,6.7
2024-09-03,26.0,19.2,3.3
2024-09-04,26.1,19.2,2.0
2024-09-05,27.0,18.8,2.8
2024-09-06,26.7,19.4,2.7
2024-09-07,26.0,19.7,9.5
2024-09-08,24.3,19.5,2.5
2024-09-09,26.6,19.3,1.0
2024-09-10,27.3,18.8,1.2
2024-09-11,27.1,18.6,0.3
2024-09-12,27.7,18.5,0.8
2024-09-13,27.0,18.2,0.0
2024-09-14,27.6,18.4,0.0
2024-09-15,27.5,18.3,0.9
2024-09-16,27.3,17.5,2.3
2024-09-17,27.0,18.3,1.4
2024-09-18,27.5,17.7,0.0
2024-09-19,27.7,16.7,0.3
2024-09-20,28.0,18.5,0.3
2024-09-21,28.1,18.6,0.4
2024-09-22,26.8,18.8,1.2
2024-09-23,27.1,19.7,2.5
2024-09-24,27.4,19.7,2.2
2024-09-25,27.0,19.7,5.9
2024-09-26,27.5,18.8,0.2
2024-09-27,27.3,19.0,4.5
2024-09-28,27.5,18.7,2.1
2024-09-29,27.8,19.1,8.8
2024-09-30,28.8,18.8,0.2
2024-10-01,30.0,19.4,0.4
2024-10-02,29.6,19.7,7.7
2024-10-03,26.6,18.9,0.7
2024-10-04,26.6,19.6,3.2
2024-10-05,24.7,19.0,10.5
2024-10-06,27.3,17.8,0.0
2024-10-07,27.8,18.3,0.1
2024-10-08,27.4,19.0,13.3
2024-10-09,27.8,19.4,1.0
2024-10-10,27.1,19.3,12.3
2024-10-11,27.4,19.4,2.3
2024-10-12,27.4,19.2,1.5
2024-10-13,27.4,19.4,0.7
2024-10-14,23.4,18.7,11.9
2024-10-15,24.2,18.8,23.7
2024-10-16,21.0,18.9,22.8
2024-10-17,25.1,19.2,2.0
2024-10-18,25.5,18.7,12.4
2024-10-19,23.9,18.3,9.7
2024-10-20,26.2,18.6,29.6
2024-10-21,26.7,18.9,21.9
2024-10-22,26.1,17.6,11.8
2024-10-23,26.5,17.4,5.5
2024-10-24,25.1,18.3,1.1
2024-10-25,25.4,17.3,0.0
2024-10-26,25.3,16.4,0.0
2024-10-27,24.7,16.7,1.4
2024-10-28,26.5,16.7,0.0
2024-10-29,25.7,16.8,0.7
2024-10-30,26.0,17.5,1.5
2024-10-31,26.4,17.7,1.6
2024-11-01,26.0,18.9,2.0
2024-11-02,26.5,18.0,0.4
2024-11-03,26.3,18.2,0.9
2024-11-04,26.0,18.3,1.4
2024-11-05,25.5,17.0,0.0
2024-11-06,26.2,15.0,0.0
2024-11-07,25.1,17.8,1.4
2024-11-08,26.9,17.1,0.0
2024-11-09,26.4,17.1,0.0
2024-11-10,25.3,16.4,1.4
2024-11-11,26.1,16.0,0.0
2024-11-12,25.4,18.4,0.9
2024-11-13,25.5,18.4,9.2
2024-11-14,24.3,18.7,7.1
2024-11-15,25.2,18.8,1.9
2024-11-16,25.2,18.7,2.7
2024-11-17,25.6,18.3,0.0
2024-11-18,25.6,18.0,0.1
2024-11-19,24.0,16.9,0.0
2024-11-20,25.2,16.3,0.0
2024-11-21,25.3,16.1,0.0
2024-11-22,24.5,14.2,0.0
2024-11-23,25.1,14.2,0.0
2024-11-24,25.4,14.3,0.0
2024-11-25,24.1,15.3,0.0
2024-11-26,22.8,15.5,0.8
2024-11-27,23.2,17.0,0.0
2024-11-28,23.8,15.7,0.0
